serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,sales_ratio,property_type,residential_type,years_until_sold
70376,2007,4/10/2008,East Hartford,134-136 SISSON ST,128080,82000.0,1.56195122,Two Family,Two Family,1
70026,2007,10/11/2007,Sprague,401 MAIN ST,105400,200000.0,0.527,Two Family,Two Family,0
70423,2007,2/15/2008,Norwalk,62 SOUNDVIEW AVE,248220,440000.0,0.564136364,Two Family,Two Family,1
70111,2007,10/16/2007,Bridgeport,48-50 MAPLEWOOD AVE,125670,182500.0,0.68860274,Two Family,Two Family,0
70203,2007,12/7/2007,New Haven,69 LILAC ST,162400,229000.0,0.709170306,Two Family,Two Family,0
70023,2007,10/3/2007,Bridgeport,362-366 MIDLAND ST.,229671,330900.0,0.694079782,Three Family,Three Family,0
70320,2007,3/6/2008,Manchester,26 COTTAGE ST,216500,341000.0,0.634897361,Two Family,Two Family,1
70621,2007,1/25/2008,Bridgeport,186-188 COTTAGE ST,108620,230500.0,0.471236443,Two Family,Two Family,1
70588,2007,5/12/2008,New Haven,1250 TOWNSEND AVE,180390,127500.0,1.414823529,Two Family,Two Family,1
70154,2007,12/12/2007,Southington,98 EDEN AVE,160160,270000.0,0.593185185,Two Family,Two Family,0
70427,2007,3/11/2008,New Haven,41 PARDEE PL,201040,245000.0,0.820571429,Two Family,Two Family,1
60254,2006,12/22/2006,Stratford,315-319 HOLLISTER ST,199220,325000.0,0.612984615,Three Family,Three Family,0
70790,2007,3/5/2008,Bridgeport,200-204 POPLAR ST.,148160,145000.0,1.021793103,Three Family,Three Family,1
70370,2007,1/7/2008,Norwalk,9 HARRIET ST,213500,370000.0,0.577027027,Two Family,Two Family,1
71433,2007,7/16/2008,Bridgeport,441-449 PEARL HARBOR ST,102670,167000.0,0.614790419,Two Family,Two Family,1
70611,2007,1/23/2008,Bridgeport,1147-1149 NOBLE AVE,120340,409900.0,0.293583801,Two Family,Two Family,1
70621,2007,5/19/2008,New Haven,330 ALDEN AVE,306460,355000.0,0.863267606,Two Family,Two Family,1
60587,2006,6/29/2007,Norwich,20 OAK ST,75000,185000.0,0.405405405,Two Family,Two Family,1
71324,2007,6/20/2008,Bridgeport,35-37 WHITTIER ST,137640,245000.0,0.561795918,Three Family,Three Family,1
70260,2007,3/13/2008,Groton,2 FORT HILL CT,112840,159000.0,0.709685535,Two Family,Two Family,1
70122,2007,4/21/2008,Colchester,126 RIVER ROAD,162700,223000.0,0.729596413,Two Family,Two Family,1
70267,2007,12/28/2007,New Haven,155 GILBERT AVE,158760,209500.0,0.757804296,Three Family,Three Family,0
71133,2007,5/8/2008,Bridgeport,226-230 CARROLL AVE,113880,177225.0,0.642573,Three Family,Three Family,1
60235,2006,6/29/2007,Plainfield,190-194 MAIN ST,56750,232500.0,0.244086022,Two Family,Two Family,1
60827,2006,9/24/2007,Torrington,130 N ELM ST,81200,148000.0,0.548648649,Three Family,Three Family,1
70402,2007,3/12/2008,Hartford,93 JULIUS ST,56474,277000.0,0.203877256,Two Family,Two Family,1
71033,2007,4/23/2008,Bridgeport,283-285 BRONX AVE,151890,335000.0,0.453402985,Three Family,Three Family,1
60270,2006,1/31/2007,Torrington,28 FIELD ST,87300,195000.0,0.447692308,Two Family,Two Family,1
60178,2006,4/17/2007,Plainfield,432-434 N MAIN ST,74390,209900.0,0.35440686,Two Family,Two Family,1
70058,2007,12/27/2007,Suffield,1181 EAST ST NORTH,130340,272500.0,0.478311927,Two Family,Two Family,0
70542,2007,6/24/2008,East Hartford,20-22 SAUNDERS ST,174550,197000.0,0.886040609,Two Family,Two Family,1
70092,2007,12/3/2007,Branford,14 GENTILE PL,173500,394000.0,0.44035533,Two Family,Two Family,0
60139,2006,11/15/2006,Torrington,54 RIVERSIDE AVE,144300,281000.0,0.513523132,Two Family,Two Family,0
70723,2007,6/17/2008,New Haven,276 DAVENPORT AVE,125230,160000.0,0.7826875,Three Family,Three Family,1
60211,2006,11/1/2006,Waterbury,30-32 W FARM ST,57190,149900.0,0.381521014,Three Family,Three Family,0
70204,2007,2/28/2008,Enfield,28 WASHINGTON AVE,125650,225000.0,0.558444444,Two Family,Two Family,1
70739,2007,9/5/2008,Manchester,149 OAKLAND ST,172500,472500.0,0.365079365,Three Family,Three Family,1
60065,2006,10/25/2006,Norwich,274 BROAD ST,72000,100000.0,0.72,Two Family,Two Family,0
60308,2006,2/9/2007,Norwich,575 E MAIN ST,110000,250000.0,0.44,Two Family,Two Family,1
70723,2007,9/17/2008,East Hartford,14-16 CHERRY ST,134890,115000.0,1.172956522,Two Family,Two Family,1
60064,2006,1/10/2007,Putnam,29 FLORENCE ST,63900,170000.0,0.375882353,Two Family,Two Family,1
60324,2006,2/23/2007,Norwich,449 BOSWELL AVE,87000,232000.0,0.375,Two Family,Two Family,1
61666,2006,6/4/2007,Waterbury,32-34 SILVER ST,93950,107500.0,0.873953488,Two Family,Two Family,1
60001,2006,10/2/2006,Windham,293 JACKSON ST,110610,247900.0,0.446187979,Two Family,Two Family,0
60818,2006,1/31/2007,Waterbury,336 GROVE ST,57470,35000.0,1.642,Two Family,Two Family,1
