serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,sales_ratio,property_type,residential_type,years_until_sold
20107,2020,11/4/2020,Hartford,218 MONROE ST,41580,198000.0,0.21,Residential,Single Family,0
200000286,2020,6/9/2021,Brookfield,50 NORTH LAKE SHORE DR,573030,1595000.0,0.3592,Residential,Single Family,1
200687,2020,3/2/2021,Greenwich,453 EAST PUTNAM AVENUE UN3J,204750,330000.0,0.6204,Residential,Condo,1
20124,2020,3/17/2021,Derby,263 HAWKINS ST,90790,112900.0,0.8041,Residential,Two Family,1
200062,2020,11/23/2020,Bloomfield,55 GRIFFIN ROAD SOUTH,1873060,1400000.0,1.3379,Commercial,Nan,0
20546,2020,3/22/2021,Hartford,92 EDWARDS ST & 69 CHESTNUT ST,381990,837170.0,0.456287253,Apartments,Nan,1
20433,2020,6/24/2021,Darien,12 MUSKET LANE,959280,1700000.0,0.5642,Residential,Single Family,1
200504,2020,5/18/2021,Glastonbury,42 GAYFEATHER LN,96000,153000.0,0.6274,Residential,Condo,1
200231,2020,3/4/2021,Guilford,423 DURHAM RD,233390,339000.0,0.6884,Residential,Single Family,1
20007,2020,10/5/2020,Farmington,54 GREAT MEADOW LA,99780,143000.0,0.6977,Residential,Condo,0
200642,2020,3/26/2021,Manchester,11 MARKWOOD LANE,173200,275000.0,0.6298,Residential,Single Family,1
20649,2020,4/19/2021,Hartford,1 LINDEN PL #0508,54075,249900.0,0.2163,Residential,Condo,1
200130,2020,2/8/2021,Cromwell,195 WOODLAND DRIVE,57470,114000.0,0.504122807,Residential,Condo,1
200261,2020,12/8/2020,Bristol,269 BIRCH ST,157640,235000.0,0.6708,Residential,Single Family,0
200210,2020,1/26/2021,Farmington,30 SONGBIRD LA,157950,245000.0,0.6446,Residential,Condo,1
200987,2020,6/29/2021,Bristol,575 BROAD ST,1330000,3000000.0,0.4433,Commercial,Nan,1
20763,2020,7/27/2021,East Hartford,80 CHEYENNE RD,33630,60000.0,0.5605,Residential,Condo,1
20075,2020,1/5/2021,Derby,204 BEAU VIEW CONDO,83790,121100.0,0.6919,Residential,Condo,1
200320,2020,3/10/2021,Groton,11 AVON PL,101080,169550.0,0.5961,Residential,Single Family,1
200112,2020,10/28/2020,Bristol,205 DIVINITY ST,136220,309900.0,0.4395,Residential,Three Family,0
20162,2020,11/20/2020,Hartford,104 EDGEWOOD ST,12985,27716.0,0.468501948,Residential,Two Family,0
20000018,2020,10/15/2020,Brookfield,7 CARLISLE CT,105990,153000.0,0.6927,Residential,Condo,0
200570,2020,6/1/2021,Enfield,3 LOUISE DR,145800,271000.0,0.538,Residential,Single Family,1
200126,2020,3/3/2021,Litchfield,265 CHESTNUT HILL RD,502660,699000.0,0.7191,Residential,Single Family,1
200719,2020,3/11/2021,Greenwich,322 DELAVAN AVENUE,298480,650000.0,0.4592,Residential,Single Family,1
20127,2020,4/19/2021,Burlington,75 SOUTH MAIN STREET,66500,534450.0,0.1244,Residential,Single Family,1
200109,2020,11/3/2020,Manchester,279 PARKER STREET,103100,186000.0,0.5543,Residential,Single Family,0
20000128,2020,1/6/2021,Brookfield,110 HEATHERWOOD DR,130920,260000.0,0.5035,Residential,Condo,1
200446,2020,7/21/2021,Madison,28 FAWN BROOK CIR,266100,650000.0,0.4093,Residential,Single Family,1
20600,2020,4/5/2021,Hartford,131 FLATBUSH AVE,138880,310000.0,0.448,Apartments,Nan,1
20166,2020,1/6/2021,Bethel,1 CROSS HILL ROAD,342370,645000.0,0.5308,Residential,Single Family,1
200105,2020,11/23/2020,Guilford,984 HOOP POLE RD,243150,355000.0,0.6849,Residential,Single Family,0
200428,2020,12/28/2020,Greenwich,118 PUTNAM PARK,54118680,459000.0,117.9056209,Residential,Condo,0
200689,2020,3/9/2021,Danbury,23 KINGSWOOD RD,211600,315000.0,0.6717,Residential,Single Family,1
20050,2020,8/23/2021,Colebrook,114 RIVERTON ROAD,107700,95000.0,1.1336,Residential,Single Family,1
200110,2020,3/15/2021,Mansfield,WARRENVILLE RD LOTS 6-1+6-2,58200,83000.0,0.7012,Vacant Land,Nan,1
200302,2020,5/3/2021,East Lyme,232 OLD BLACK PT RD,816970,1725000.0,0.4736,Residential,Single Family,1
20000224,2020,4/1/2021,Brookfield,18 STILLWATER CIRCLE,312550,450000.0,0.694555556,Residential,Condo,1
200153,2020,11/5/2020,Bristol,19 DONNA LA,139370,240000.0,0.5807,Residential,Single Family,0
200266,2020,5/3/2021,Avon,27 HERITAGE DRIVE,100550,183000.0,0.5494,Residential,Condo,1
200670,2020,3/2/2021,Danbury,37 FERGONE RD,180100,327500.0,0.5499,Residential,Single Family,1
200325,2020,4/7/2021,Farmington,30 WATERVILLE RD,196980,430000.0,0.458,Residential,Single Family,1
200276,2020,3/15/2021,Farmington,64 PINNACLE RD,478230,750000.0,0.6376,Residential,Single Family,1
201204,2020,7/13/2021,Danbury,3 OHEHYAHTAH PL,322800,570000.0,0.5663,Residential,Single Family,1
20000009,2020,10/16/2020,Granby,107 SILVER ST,187460,300000.0,0.6248,Residential,Single Family,0
200179,2020,12/23/2020,East Haven,6 ELLIS RD,50690,70000.0,0.7241,Vacant Land,Nan,0
200267,2020,9/29/2021,East Windsor,12 DEAN AVE,76250,170000.0,0.4485,Residential,Single Family,1
201118,2020,8/16/2021,Hartford,819 MAPLE AVE,86240,224900.0,0.3834,Commercial,Nan,1
200051,2020,10/16/2020,Groton,105 SHARON RD,136080,300000.0,0.4536,Residential,Single Family,0
20079,2020,7/12/2021,Bolton,27 HANOVER FARMS RD,450900,850000.0,0.5304,Residential,Single Family,1
200035,2020,10/13/2020,Enfield,15 NORTHFIELD RD,137750,190000.0,0.725,Residential,Single Family,0
20532,2020,5/12/2021,East Hartford,78 CHEYENNE RD,21550,49900.0,0.4318,Residential,Condo,1
201179,2020,6/15/2021,Greenwich,111 PATTERSON AVENUE,1359400,1706250.0,0.796717949,Residential,Single Family,1
2020297,2020,8/5/2021,Ansonia,203 PRINDLE AVE,121800,225000.0,0.5413,Residential,Single Family,1
2000017,2020,10/8/2020,Cheshire,423 E MITCHELL AVE U154,44190,93000.0,0.4751,Residential,Condo,0
200744,2020,9/28/2021,Farmington,37 BASSWOOD RD,256410,427001.0,0.6004,Residential,Single Family,1
200183,2020,12/29/2020,East Haven,8 DAMEN DR,142940,252000.0,0.5672,Residential,Single Family,0
200144,2020,12/3/2020,East Haven,32 FRANK ST,155480,285000.0,0.5455,Residential,Single Family,0
200344,2020,12/9/2020,Greenwich,5 PUTNAM HILL APT 2C,60231850,705000.0,85.43524823,Residential,Condo,0
201210,2020,7/14/2021,Danbury,51-53 KENOSIA AV,2837100,4697000.0,0.604,Industrial,Nan,1
20020,2020,12/30/2020,Colebrook,40 SHANTRY ROAD,216500,335000.0,0.6462,Residential,Single Family,0
200276,2020,2/16/2021,East Haven,140 THOMPSON ST #22D,73150,155000.0,0.4719,Residential,Condo,1
200003,2020,10/2/2020,Cromwell,2 COUNTRY SQUIRE DR,71890,117000.0,0.6144,Residential,Condo,0
20144,2020,1/4/2021,Darien,5 MILES ROAD,526330,750000.0,0.7017,Residential,Single Family,1
200020,2020,11/5/2020,Columbia,68 ROUTE 66 EAST,150000,340000.0,0.4411,Residential,Single Family,0
200180,2020,12/9/2020,Branford,13 CEDAR PARK,53800,98000.0,0.5489,Residential,Condo,0
200085,2020,11/5/2020,Glastonbury,110 LAKEWOOD RD,248200,390000.0,0.6364,Residential,Single Family,0
200523,2020,9/24/2021,East Lyme,4 TABERNACLE AVE,139860,245900.0,0.5687,Residential,Single Family,1
201706,2020,9/9/2021,Greenwich,115 STANWICH ROAD,810180,1250000.0,0.6481,Residential,Single Family,1
200067,2020,7/7/2021,Lyme,61 ELY FERRY RD,464600,860000.0,0.5402,Residential,Single Family,1
200038,2020,4/16/2021,Bridgewater,18 STUART ROAD WEST,212400,550000.0,0.3861,Residential,Single Family,1
20668,2020,4/23/2021,Hartford,58 BOND ST,47775,128000.0,0.3732,Residential,Three Family,1
201005,2020,7/16/2021,Hartford,321 LINNMOORE ST,67694,175000.0,0.3868,Residential,Single Family,1
20000230,2020,4/8/2021,Brookfield,80 CLEARVIEW DR,229140,780000.0,0.293769231,Residential,Single Family,1
200537,2020,3/2/2021,Bristol,33 LAKESIDE DR UN 33,65590,128000.0,0.5124,Residential,Condo,1
200379,2020,4/9/2021,East Haven,48 SIDNEY ST,143040,235000.0,0.6086,Residential,Single Family,1
2000252,2020,6/3/2021,Bloomfield,38 PEBBLE BEACH DRIVE,293160,630000.0,0.4653,Residential,Condo,1
200073,2020,10/28/2020,Enfield,5 WEBSTER RD,120270,221000.0,0.5442,Residential,Single Family,0
200447,2020,5/11/2021,Groton,232 LESTERTOWN RD,180950,130000.0,1.391923077,Residential,Single Family,1
200068,2020,4/1/2021,Kent,GORHAM RD,141500,100000.0,1.415,Vacant Land,Nan,1
201171,2020,6/14/2021,Greenwich,903 KING STREET,379610,925000.0,0.4103,Residential,Single Family,1
2020062,2020,11/20/2020,Ansonia,34 JUDSON PL,112400,280000.0,0.4014,Residential,Single Family,0
2020009,2020,10/13/2020,Berlin,81 TREASURE AVE,125700,210000.0,0.5985,Residential,Single Family,0
201067,2020,7/29/2021,Manchester,130 HIGHLAND STREET,81500,130000.0,0.6269,Residential,Condo,1
200024,2020,10/5/2020,Greenwich,406 EAST PUTNAM AVENUE,1661730,1500000.0,1.1078,Commercial,Nan,0
200418,2020,4/20/2021,Branford,61 FLAX MILL RD,74300,115000.0,0.646,Vacant Land,Nan,1
200029,2020,10/19/2020,Madison,33 TWILIGHT DR,258300,332000.0,0.778,Residential,Single Family,0
200097,2020,11/17/2020,Guilford,379 WHITFIELD ST BS1338,20830,15000.0,1.3886,Residential,Condo,0
20067,2020,9/2/2021,Andover,19 CENTER ST,90300,69000.0,1.3086,Residential,Single Family,1
200140,2020,12/30/2020,Avon,32 CANTERBURY LANE,123550,177500.0,0.696,Residential,Condo,0
2020220,2020,4/12/2021,Berlin,136 OVERHILL DR,143400,290000.0,0.4944,Residential,Single Family,1
20226,2020,3/18/2021,Darien,316 MANSFIELD AVE,2431730,3000000.0,0.8105,Residential,Single Family,1
200339,2020,6/17/2021,Avon,25 THORNWOOD LANE,377470,606000.0,0.6228,Residential,Single Family,1
200101,2020,10/26/2020,Bristol,426 EMMETT ST #43G,48020,68000.0,0.7061,Residential,Condo,0
200128,2020,3/3/2021,Litchfield,174 WEST ST UNIT 120,89350,80000.0,1.116875,Commercial,Nan,1
200374,2020,3/29/2021,Branford,78 TURTLE BAY DR,182600,415000.0,0.44,Residential,Condo,1
20423,2020,2/16/2021,Hartford,16 TOWNLEY ST #00D1,7840,45000.0,0.1742,Residential,Condo,1
20040,2020,11/20/2020,Burlington,5 HART RIDGE DR,90300,85000.0,1.0623,Vacant Land,Nan,0
200699,2020,3/10/2021,Danbury,40 BRENTWOOD CI,18200,483904.0,0.0376,Residential,Condo,1
200141,2020,12/14/2020,Guilford,3 MARILYNS LN,326920,590000.0,0.5541,Residential,Single Family,0
200487,2020,2/12/2021,Bristol,40 MATTHEWS ST #41,26250,42000.0,0.625,Residential,Single Family,1
200037,2020,12/15/2020,Kent,5 WOODIN RD,512400,1592000.0,0.3218,Residential,Single Family,0
200456,2020,8/11/2021,East Lyme,109 FLANDERS RD,105280,260218.0,0.4045,Residential,Single Family,1
20617,2020,4/9/2021,Hartford,176 BONNER ST,18235,28500.0,0.6398,Residential,Single Family,1
200613,2020,7/12/2021,Branford,23 DOMINICAN RD,211600,311500.0,0.6792,Residential,Single Family,1
200099,2020,1/15/2021,Litchfield,412 BANTAM LAKE RD,104160,265000.0,0.393056604,Residential,Single Family,1
200866,2020,8/31/2021,Enfield,4 INDIAN RUN,127840,239900.0,0.5328,Residential,Single Family,1
200231,2020,11/16/2020,Greenwich,20 WEST WAY,2378390,1038192.0,2.2908,Residential,Single Family,0
20529,2020,3/16/2021,Hartford,29 MATHER ST,20230,94500.0,0.214074074,Residential,Two Family,1
200128,2020,5/5/2021,Easton,100 OLD STONEWALL ROAD,552430,1050000.0,0.5261,Residential,Single Family,1
201534,2020,9/16/2021,Danbury,237 FRANKLIN ST EXT,278100,540000.0,0.515,Residential,Single Family,1
20000228,2020,7/28/2021,Granby,44 STRONG RD,115430,200000.0,0.5771,Residential,Single Family,1
20467,2020,4/8/2021,East Hartford,31 BARBARA DR,106520,212000.0,0.5024,Residential,Single Family,1
20093,2020,2/2/2021,Burlington,57 ROCK RD,194670,275000.0,0.7078,Residential,Single Family,1
200433,2020,4/30/2021,Branford,107 STANNARD AVE,206200,410000.0,0.5029,Residential,Single Family,1
20110,2020,2/24/2021,Derby,202 BIRMINGHAM CONDO,101710,161000.0,0.6317,Residential,Condo,1
20000189,2020,6/23/2021,Granby,13 ARCHIE LN,213220,310000.0,0.6878,Residential,Single Family,1
201387,2020,8/19/2021,Danbury,14 MAPLE RIDGE RD,148000,342500.0,0.4321,Residential,Single Family,1
200246,2020,11/18/2020,Greenwich,67 PECKSLAND ROAD,3274670,5425000.0,0.6036,Residential,Single Family,0
201142,2020,6/30/2021,Danbury,1 FARVIEW AV A20,100900,235000.0,0.4293,Residential,Condo,1
20050,2020,4/7/2021,Lisbon,48 KANAHAN RD,129020,185000.0,0.697405405,Residential,Single Family,1
201023,2020,7/19/2021,Manchester,20 OTIS STREET,863100,1850000.0,0.466540541,Apartments,Nan,1
200006,2020,10/26/2020,East Granby,85 TURKEY HILLS ROAD,178800,295000.0,0.6061,Residential,Single Family,0
200313,2020,12/18/2020,Bristol,201 PINE ST,1772470,2267000.0,0.7818,Commercial,Nan,0
20512,2020,7/27/2021,Darien,14 HAMILTON LA,654220,3700000.0,0.176816216,Residential,Single Family,1
200206,2020,9/27/2021,Hebron,387 JONES ST,63740,90000.0,0.7082,Vacant Land,Nan,1
20028,2020,10/15/2020,Farmington,91 BRADFORD WALK,235620,345000.0,0.6829,Residential,Condo,0
200236,2020,8/18/2021,Litchfield,50 TRUMBULL ST,95480,225000.0,0.4243,Residential,Single Family,1
200016,2020,11/13/2020,Beacon Falls,9 AVON COURT,65590,100000.0,0.6559,Residential,Condo,0
201019,2020,10/22/2020,Griswold,20 BROWNING RD,39620,48000.0,0.825416667,Vacant Land,Nan,0
200046,2020,10/22/2020,East Lyme,3 PARTRIDGE COURT,373030,616741.0,0.6048,Residential,Single Family,0
200360,2020,9/22/2021,Colchester,117 VAN CEDARFIELD RD,148600,55247.0,2.6897,Residential,Single Family,1
200398,2020,12/21/2020,Greenwich,307 COGNEWAUGH ROAD,771190,899000.0,0.8578,Residential,Single Family,0
200243,2020,11/16/2020,Manchester,1 CARTER STREET WEST,108200,200000.0,0.541,Residential,Single Family,0
200291,2020,7/27/2021,Coventry,410 SAM GREEN RD,101800,207500.0,0.4906,Residential,Single Family,1
200391,2020,4/1/2021,Branford,78 CEDAR ST,1227100,2675000.0,0.458728972,Apartments,Nan,1
200494,2020,2/16/2021,Bristol,15 PRISCILLA LN,124320,214900.0,0.5785,Residential,Single Family,1
200121,2020,2/12/2021,East Haddam,102 SCHULMAN VESELAK RD,151580,240000.0,0.6315,Residential,Single Family,1
200088,2020,2/24/2021,East Windsor,9B THISTLE WAY,99670,167000.0,0.5968,Residential,Condo,1
200121,2020,1/29/2021,Coventry,400 EASTVIEW DR,249800,405000.0,0.6167,Residential,Single Family,1
200657,2020,7/8/2021,Glastonbury,64 OXBOW DR 8C7,59900,100000.0,0.599,Residential,Condo,1
20306,2020,5/6/2021,Darien,133 RAYMOND ST.,1297450,2025000.0,0.6407,Residential,Single Family,1
20040,2020,10/19/2020,East Hartford,1502 FORBES ST,84940,87000.0,0.9763,Residential,Single Family,0
200881,2020,9/28/2021,Glastonbury,136 CONESTOGA WAY,112100,250000.0,0.4484,Residential,Condo,1
20028,2020,3/15/2021,Andover,33/33/11-1 MERRITT VALLEY RD,5680,140000.0,0.040571429,Vacant Land,Nan,1
20472,2020,7/7/2021,Darien,33 BRIAR BRAE RD,1441720,2675000.0,0.5389,Residential,Single Family,1
2000110,2020,12/11/2020,Cheshire,495 CHESTNUT ST,257540,438900.0,0.5867,Residential,Single Family,0
200671,2020,2/26/2021,Greenwich,77 JOHN STREET,2099160,1200000.0,1.7493,Residential,Single Family,1
2020090,2020,12/8/2020,Berlin,32 GLENDALE AVENUE,128300,175000.0,0.7331,Residential,Single Family,0
201313,2020,9/29/2021,Manchester,140 SCHOOL STREET,164700,330000.0,0.499,Residential,Four Family,1
200084,2020,2/2/2021,East Windsor,181 NORTH RD,104800,169000.0,0.6201,Residential,Single Family,1
200624,2020,8/12/2021,Farmington,6-B TALCOTT FOREST RD,120160,225000.0,0.534,Residential,Condo,1
20000086,2020,11/30/2020,Brookfield,779 FEDERAL RD,516250,750000.0,0.6883,Commercial,Nan,0
201533,2020,8/3/2021,Greenwich,7 UPLAND DRIVE,2462670,2500000.0,0.985068,Residential,Single Family,1
200070,2020,11/2/2020,Glastonbury,66 BACK LAND RD,406200,628000.0,0.6468,Residential,Single Family,0
200025,2020,1/12/2021,Chester,28 MIDDLESEX AVE,122220,265000.0,0.4612,Residential,Single Family,1
200000287,2020,6/10/2021,Brookfield,56 HOMESTEAD LANE UNIT 27,94770,199000.0,0.4762,Residential,Condo,1
201292,2020,9/9/2021,Bristol,336 REDSTONE HILL RD,90720,204700.0,0.443185149,Residential,Single Family,1
201189,2020,5/3/2021,Griswold,906 VOLUNTOWN RD,130270,180000.0,0.723722222,Residential,Single Family,1
200247,2020,1/14/2021,Glastonbury,282 GRISWOLD ST,151800,265000.0,0.5728,Residential,Single Family,1
200548,2020,5/27/2021,Enfield,51 DARTMOOR,180480,330000.0,0.5469,Residential,Condo,1
20173,2020,2/3/2021,Darien,660 HOLLOW TREE RIDGE ROAD,1494570,1250000.0,1.195656,Residential,Single Family,1
2000201,2020,4/26/2021,Bloomfield,33 JUNIPER ROAD,221760,310000.0,0.7153,Residential,Single Family,1
200139,2020,11/19/2020,Enfield,17 ELEANOR RD,169720,290000.0,0.5852,Residential,Single Family,0
200213,2020,2/16/2021,Guilford,5 PADDOCK LN,253900,415000.0,0.6118,Residential,Condo,1
200208,2020,4/12/2021,Killingly,296 MARGARET HENRY RD,127610,280000.0,0.4557,Residential,Single Family,1
200152,2020,12/1/2020,Groton,211 CEDAR RD,335860,930000.0,0.361139785,Residential,Single Family,0
20084,2020,11/18/2020,Bethel,3 JENNIFERS WAY,467600,175000.0,2.672,Residential,Single Family,0
200745,2020,8/5/2021,Glastonbury,120 RIDGEWOOD RD,262400,496000.0,0.529,Residential,Single Family,1
20038,2020,2/2/2021,Bolton,24 NOTCH RD,164600,285000.0,0.5775,Residential,Single Family,1
200013,2020,10/5/2020,East Lyme,261 WHISTLETOWN RD,202860,335000.0,0.6055,Residential,Single Family,0
200274,2020,12/9/2020,Bristol,10  MAIN ST,1025500,327000.0,3.136,Commercial,Nan,0
201122,2020,6/3/2021,Greenwich,15 BEECH STREET,691530,1230000.0,0.5622,Residential,Four Family,1
20001,2020,10/1/2020,Darien,31 CRIMMINS ROAD,511000,610000.0,0.8377,Residential,Single Family,0
20170,2020,11/23/2020,Hartford,446 HILLSIDE AVE,74585,300000.0,0.2486,Residential,Three Family,0
20542,2020,3/18/2021,Hartford,73 PLINY ST,34405,97000.0,0.3546,Residential,Three Family,1
200101,2020,1/20/2021,East Haddam,38 JOE WILLIAMS RD,111310,150000.0,0.742,Residential,Single Family,1
200908,2020,9/14/2021,Enfield,6 LAKE DR,404150,750000.0,0.5388,Residential,Single Family,1
201256,2020,9/1/2021,Bristol,43 HAIG AVE,96950,211000.0,0.4594,Residential,Single Family,1
200237,2020,11/17/2020,Greenwich,487 STANWICH ROAD,2939510,4517500.0,0.6506,Residential,Single Family,0
200365,2020,3/25/2021,Branford,33 ORCHARD HILL RD,203500,221520.0,0.9186,Residential,Single Family,1
201262,2020,7/26/2021,Danbury,12 LILAC LA,324600,625000.0,0.5193,Residential,Single Family,1
20000045,2020,11/23/2020,Granby,14 BAYCREST DR,271110,556500.0,0.4871,Residential,Single Family,0
200636,2020,2/17/2021,Greenwich,10 NEWTON STREET,1440250,2312500.0,0.622810811,Residential,Single Family,1
20000269,2020,9/14/2021,Granby,19 MASSACO LN,238700,520000.0,0.459,Residential,Single Family,1
200833,2020,8/18/2021,Enfield,24 UNION ST,132430,263000.0,0.5035,Residential,Four Family,1
200030,2020,10/7/2020,Manchester,53 NORTH STREET,173900,250000.0,0.6956,Residential,Four Family,0
200027,2020,10/26/2020,Colchester,212 STANAVAGE RD,51400,85000.0,0.6047,Vacant Land,Nan,0
200285,2020,3/18/2021,Farmington,25 BROOKSHIRE LA,286540,525000.0,0.5457,Residential,Single Family,1
200404,2020,12/29/2020,Manchester,54 ELSIE DRIVE,113300,220000.0,0.515,Residential,Single Family,0
200028,2020,8/2/2021,Bozrah,291 BOZRAH ST,149310,330000.0,0.4524,Residential,Single Family,1
200590,2020,2/10/2021,Danbury,27 CROWS NEST LA 10H,109000,207000.0,0.5265,Residential,Condo,1
200216,2020,11/24/2020,Bristol,107 GEORGE ST,116690,218000.0,0.5352,Residential,Three Family,0
200252,2020,7/27/2021,East Haddam,65 NORTH MOODUS RD,118300,212500.0,0.5567,Residential,Three Family,1
200017,2020,10/15/2020,Litchfield,GOSLEE RD,1110,142500.0,0.0077,Vacant Land,Nan,0
200217,2020,1/19/2021,East Haven,560 SILVER SANDS RD #1902,151720,275000.0,0.551709091,Residential,Condo,1
200424,2020,12/31/2020,Manchester,99 POND LANE,147300,299000.0,0.4926,Residential,Single Family,0
20153,2020,11/18/2020,Hartford,69 HEATH ST,36750,177500.0,0.207,Residential,Single Family,0
201375,2020,8/17/2021,Danbury,67 WINDING RIDGE WA,316500,601000.0,0.5266,Residential,Condo,1
200504,2020,6/4/2021,East Haven,11 DODGE AVE,96650,125000.0,0.7732,Residential,Single Family,1
200187,2020,2/16/2021,Avon,261 NEW ROAD,271110,525000.0,0.5164,Residential,Single Family,1
200378,2020,12/21/2020,Manchester,165 CASTLE HILL,123400,424900.0,0.290421276,Residential,Single Family,0
200199,2020,12/10/2020,Enfield,15 CORA ST,106610,159900.0,0.6667,Residential,Single Family,0
200029,2020,10/26/2020,Colchester,20 MAHONEY RD LOT 4,42300,85000.0,0.4976,Vacant Land,Nan,0
201310,2020,7/2/2021,Greenwich,53 EDGEWATER DRIVE,1452710,3010000.0,0.4826,Residential,Single Family,1
200086,2020,10/27/2020,Manchester,96 WHITE STREET,107400,194000.0,0.5536,Residential,Single Family,0
200702,2020,4/19/2021,Bristol,14 LAIRD DR,202440,360000.0,0.5623,Residential,Three Family,1
200051,2020,11/16/2020,Coventry,59 WINDY HILL RD,66000,120000.0,0.55,Vacant Land,Nan,0
200025,2020,10/15/2020,Guilford,836 MULBERRY POINT RD,581290,1600000.0,0.36330625,Residential,Single Family,0
200491,2020,8/2/2021,Guilford,362 WEST ST,409560,850000.0,0.4818,Residential,Single Family,1
20491,2020,7/14/2021,Darien,1 WRENFIELD LANE,2193730,2965000.0,0.7398,Residential,Single Family,1
200104,2020,3/29/2021,East Windsor,87 MAIN ST,101300,251000.0,0.4035,Residential,Three Family,1
20067,2020,10/27/2020,East Hartford,16 KENYON PL,89130,205000.0,0.4347,Residential,Single Family,0
20713,2020,7/12/2021,East Hartford,781 TOLLAND ST,110960,230000.0,0.4824,Residential,Single Family,1
200596,2020,7/1/2021,Branford,8 TIDELANDS,74200,135000.0,0.5496,Residential,Condo,1
201149,2020,8/6/2021,Bristol,11 MORNINSIDE DR WEST,100310,172000.0,0.5831,Residential,Single Family,1
200326,2020,3/12/2021,Groton,149 CLIFT ST,154560,220000.0,0.702545455,Residential,Single Family,1
200578,2020,9/15/2021,Guilford,19 DRIFTWOOD LN,183280,400000.0,0.4582,Residential,Single Family,1
20139,2020,8/17/2021,Lebanon,FOWLER RD (265-28.004),38610,395000.0,0.0977,Vacant Land,Nan,1
200103,2020,11/4/2020,Enfield,37 SPIER AVE,133390,257900.0,0.5172,Residential,Single Family,0
200839,2020,5/27/2021,Bristol,295 REDSTONE HILL RD UNJ 12,41230,100000.0,0.4123,Residential,Condo,1
200755,2020,5/4/2021,Bristol,LOT 255A MATTHEWS ST,37110,194271.0,0.191,Vacant Land,Nan,1
200865,2020,4/19/2021,Greenwich,15 HUCKLEBERRY LANE,1214360,1395000.0,0.8705,Residential,Single Family,1
2000353,2020,6/2/2021,Cheshire,286 SPRUCE ST,180030,399000.0,0.451203008,Residential,Single Family,1
200129,2020,12/15/2020,Madison,24 SHEPHERDS TR,360500,546000.0,0.6602,Residential,Single Family,0
200015,2020,10/14/2020,Canton,75 ANDREW DRIVE,244510,424900.0,0.5754,Residential,Single Family,0
200096,2020,6/3/2021,Bethany,444 SPERRY RD,152970,292500.0,0.5229,Residential,Single Family,1
200365,2020,7/15/2021,Killingly,1013 HARTFORD PIKE,178990,350000.0,0.5114,Residential,Single Family,1
2020239,2020,5/6/2021,Berlin,38 MADISON DR,164900,285000.0,0.5785,Residential,Single Family,1
200031,2020,11/6/2020,Hebron,6 WOODSIDE RD,200760,330000.0,0.6083,Residential,Single Family,0
200218,2020,7/20/2021,Litchfield,19 SAW MILL RD,646950,950000.0,0.681,Residential,Single Family,1
200093,2020,11/18/2020,East Lyme,319 FLANDERS RD,196280,450000.0,0.4361,Commercial,Nan,0
200188,2020,1/8/2021,Farmington,4 GRANDVIEW DR UNIT 51-D,67670,111000.0,0.6096,Residential,Condo,1
200004,2020,10/1/2020,Branford,7 ORCHARD HEIGHTS,83000,152500.0,0.5442,Residential,Condo,0
20887,2020,9/7/2021,East Hartford,49 SUNNYDALE RD,76630,155000.0,0.4943,Residential,Single Family,1
200012,2020,10/9/2020,Colchester,407 AMSTON RD,112200,229000.0,0.489956332,Residential,Single Family,0
200157,2020,6/1/2021,East Windsor,1 CRICKET RD,84920,175000.0,0.4852,Residential,Single Family,1
200034,2020,11/2/2020,Essex,2 BUSHY HILL RD,181300,340000.0,0.5332,Residential,Single Family,0
2000333,2020,7/26/2021,Bloomfield,4 COLONIAL DRIVE SOUTH,419510,569000.0,0.7372,Residential,Condo,1
200006,2020,10/6/2020,Bloomfield,17 COLD SPRING DR,197610,326000.0,0.6061,Residential,Single Family,0
200510,2020,2/23/2021,Bristol,23 SHERMAN ST,87920,141500.0,0.6213,Residential,Single Family,1
200575,2020,6/14/2021,Glastonbury,330 SPRING STREET EXT,126800,245000.0,0.5175,Residential,Single Family,1
200202,2020,5/5/2021,Coventry,79 FREDERICK DR,318500,510000.0,0.6245,Residential,Single Family,1
20267,2020,4/12/2021,Bethel,23 BENEDICT ROAD,165969,479900.0,0.3458,Residential,Single Family,1
200203,2020,2/22/2021,East Lyme,3 NATHAN HALE DR,247870,440000.0,0.5633,Residential,Single Family,1
200359,2020,3/29/2021,Groton,61 THREE ACRE RD,135030,248000.0,0.5444,Residential,Single Family,1
200154,2020,6/17/2021,Easton,315 NORTH PARK AVENUE,569040,510000.0,1.1157,Residential,Single Family,1
200416,2020,12/23/2020,Greenwich,510 STANWICH ROAD,4830000,4545000.0,1.0627,Residential,Single Family,0
201182,2020,8/27/2021,Manchester,23 GRANT ROAD,102800,220000.0,0.4672,Residential,Single Family,1
201256,2020,7/9/2021,Griswold,168 KENWOOD,325780,850000.0,0.383270588,Residential,Single Family,1
201226,2020,9/7/2021,Manchester,16 AMBASSADOR DRIVE UNIT D,83300,190000.0,0.4384,Residential,Condo,1
200301,2020,12/15/2020,Bristol,482 AKE AVE UN 4,79590,118000.0,0.674491525,Residential,Condo,0
201737,2020,9/16/2021,Greenwich,9 HOBART DRIVE,2344650,5700000.0,0.4113,Residential,Single Family,1
201055,2020,6/14/2021,Danbury,40 WELL AV,171500,380000.0,0.4513,Residential,Single Family,1
